icd_code,long_title
B0871,Tanapox virus disease
B0872,Yaba pox virus disease
B0879,Other yatapoxvirus infections
B088,Other specified viral infections characterized by skin and mucous membrane lesions
B09,Unspecified viral infection characterized by skin and mucous membrane lesions
B10,Other human herpesviruses
B100,Other human herpesvirus encephalitis
B1001,Human herpesvirus 6 encephalitis
B1009,Other human herpesvirus encephalitis
B108,Other human herpesvirus infection
B1081,Human herpesvirus 6 infection
B1082,Human herpesvirus 7 infection
B1089,Other human herpesvirus infection
B15,Acute hepatitis A
B150,Hepatitis A with hepatic coma
B159,Hepatitis A without hepatic coma
B16,Acute hepatitis B
B160,Acute hepatitis B with delta-agent with hepatic coma
B161,Acute hepatitis B with delta-agent without hepatic coma
B162,Acute hepatitis B without delta-agent with hepatic coma
B169,Acute hepatitis B without delta-agent and without hepatic coma
B17,Other acute viral hepatitis
B170,Acute delta-(super) infection of hepatitis B carrier
B171,Acute hepatitis C
B1710,Acute hepatitis C without hepatic coma
B1711,Acute hepatitis C with hepatic coma
B172,Acute hepatitis E
B178,Other specified acute viral hepatitis
B179,"Acute viral hepatitis, unspecified"
B18,Chronic viral hepatitis
B180,Chronic viral hepatitis B with delta-agent
B181,Chronic viral hepatitis B without delta-agent
B182,Chronic viral hepatitis C
B188,Other chronic viral hepatitis
B189,"Chronic viral hepatitis, unspecified"
B19,Unspecified viral hepatitis
B190,Unspecified viral hepatitis with hepatic coma
B191,Unspecified viral hepatitis B
B1910,Unspecified viral hepatitis B without hepatic coma
B1911,Unspecified viral hepatitis B with hepatic coma
B192,Unspecified viral hepatitis C
B1920,Unspecified viral hepatitis C without hepatic coma
B1921,Unspecified viral hepatitis C with hepatic coma
B199,Unspecified viral hepatitis without hepatic coma
B20,Human immunodeficiency virus [HIV] disease
B25,Cytomegaloviral disease
B250,Cytomegaloviral pneumonitis
B251,Cytomegaloviral hepatitis
B252,Cytomegaloviral pancreatitis
B258,Other cytomegaloviral diseases
B259,"Cytomegaloviral disease, unspecified"
B26,Mumps
B260,Mumps orchitis
B261,Mumps meningitis
B262,Mumps encephalitis
B263,Mumps pancreatitis
B268,Mumps with other complications
B2681,Mumps hepatitis
B2682,Mumps myocarditis
B2683,Mumps nephritis
B2684,Mumps polyneuropathy
B2685,Mumps arthritis
B2689,Other mumps complications
B269,Mumps without complication
B27,Infectious mononucleosis
B270,Gammaherpesviral mononucleosis
B2700,Gammaherpesviral mononucleosis without complication
B2701,Gammaherpesviral mononucleosis with polyneuropathy
B2702,Gammaherpesviral mononucleosis with meningitis
B2709,Gammaherpesviral mononucleosis with other complications
B271,Cytomegaloviral mononucleosis
B2710,Cytomegaloviral mononucleosis without complications
B2711,Cytomegaloviral mononucleosis with polyneuropathy
B2712,Cytomegaloviral mononucleosis with meningitis
B2719,Cytomegaloviral mononucleosis with other complication
B278,Other infectious mononucleosis
B2780,Other infectious mononucleosis without complication
B2781,Other infectious mononucleosis with polyneuropathy
B2782,Other infectious mononucleosis with meningitis
B2789,Other infectious mononucleosis with other complication
B279,"Infectious mononucleosis, unspecified"
B2790,"Infectious mononucleosis, unspecified without complication"
B2791,"Infectious mononucleosis, unspecified with polyneuropathy"
B2792,"Infectious mononucleosis, unspecified with meningitis"
B2799,"Infectious mononucleosis, unspecified with other complication"
B30,Viral conjunctivitis
B300,Keratoconjunctivitis due to adenovirus
B301,Conjunctivitis due to adenovirus
B302,Viral pharyngoconjunctivitis
B303,Acute epidemic hemorrhagic conjunctivitis (enteroviral)
B308,Other viral conjunctivitis
B309,"Viral conjunctivitis, unspecified"
B33,"Other viral diseases, not elsewhere classified"
B330,Epidemic myalgia
B331,Ross River disease
B332,Viral carditis
B3320,"Viral carditis, unspecified"
B3321,Viral endocarditis
B3322,Viral myocarditis
B3323,Viral pericarditis
B3324,Viral cardiomyopathy
B333,"Retrovirus infections, not elsewhere classified"
B334,Hantavirus (cardio)-pulmonary syndrome [HPS] [HCPS]
B338,Other specified viral diseases
B34,Viral infection of unspecified site
B340,"Adenovirus infection, unspecified"
B341,"Enterovirus infection, unspecified"
B342,"Coronavirus infection, unspecified"
B343,"Parvovirus infection, unspecified"
B344,"Papovavirus infection, unspecified"
B348,Other viral infections of unspecified site
B349,"Viral infection, unspecified"
B35,Dermatophytosis
B350,Tinea barbae and tinea capitis
B351,Tinea unguium
B352,Tinea manuum
B353,Tinea pedis
B354,Tinea corporis
B355,Tinea imbricata
B356,Tinea cruris
B358,Other dermatophytoses
B359,"Dermatophytosis, unspecified"
B36,Other superficial mycoses
B360,Pityriasis versicolor
B361,Tinea nigra
B362,White piedra
B363,Black piedra
B368,Other specified superficial mycoses
B369,"Superficial mycosis, unspecified"
B37,Candidiasis
B370,Candidal stomatitis
B371,Pulmonary candidiasis
B372,Candidiasis of skin and nail
B373,Candidiasis of vulva and vagina
B3731,Acute candidiasis of vulva and vagina
B3732,Chronic candidiasis of vulva and vagina
B374,Candidiasis of other urogenital sites
B3741,Candidal cystitis and urethritis
B3742,Candidal balanitis
B3749,Other urogenital candidiasis
B375,Candidal meningitis
B376,Candidal endocarditis
B377,Candidal sepsis
B378,Candidiasis of other sites
B3781,Candidal esophagitis
B3782,Candidal enteritis
B3783,Candidal cheilitis
B3784,Candidal otitis externa
B3789,Other sites of candidiasis
B379,"Candidiasis, unspecified"
B38,Coccidioidomycosis
B380,Acute pulmonary coccidioidomycosis
B381,Chronic pulmonary coccidioidomycosis
B382,"Pulmonary coccidioidomycosis, unspecified"
B383,Cutaneous coccidioidomycosis
B384,Coccidioidomycosis meningitis
B387,Disseminated coccidioidomycosis
B388,Other forms of coccidioidomycosis
B3881,Prostatic coccidioidomycosis
B3889,Other forms of coccidioidomycosis
B389,"Coccidioidomycosis, unspecified"
B39,Histoplasmosis
B390,Acute pulmonary histoplasmosis capsulati
B391,Chronic pulmonary histoplasmosis capsulati
B392,"Pulmonary histoplasmosis capsulati, unspecified"
B393,Disseminated histoplasmosis capsulati
B394,"Histoplasmosis capsulati, unspecified"
B395,Histoplasmosis duboisii
B399,"Histoplasmosis, unspecified"
B40,Blastomycosis
B400,Acute pulmonary blastomycosis
B401,Chronic pulmonary blastomycosis
B402,"Pulmonary blastomycosis, unspecified"
B403,Cutaneous blastomycosis
B407,Disseminated blastomycosis
B408,Other forms of blastomycosis
B4081,Blastomycotic meningoencephalitis
B4089,Other forms of blastomycosis
B409,"Blastomycosis, unspecified"
B41,Paracoccidioidomycosis
B410,Pulmonary paracoccidioidomycosis
B417,Disseminated paracoccidioidomycosis
B418,Other forms of paracoccidioidomycosis
B419,"Paracoccidioidomycosis, unspecified"
B42,Sporotrichosis
B420,Pulmonary sporotrichosis
B421,Lymphocutaneous sporotrichosis
B427,Disseminated sporotrichosis
B428,Other forms of sporotrichosis
B4281,Cerebral sporotrichosis
B4282,Sporotrichosis arthritis
B4289,Other forms of sporotrichosis
B429,"Sporotrichosis, unspecified"
B43,Chromomycosis and pheomycotic abscess
B430,Cutaneous chromomycosis
B431,Pheomycotic brain abscess
B432,Subcutaneous pheomycotic abscess and cyst
B438,Other forms of chromomycosis
B439,"Chromomycosis, unspecified"
B44,Aspergillosis
B440,Invasive pulmonary aspergillosis
B441,Other pulmonary aspergillosis
B442,Tonsillar aspergillosis
B447,Disseminated aspergillosis
B448,Other forms of aspergillosis
B4481,Allergic bronchopulmonary aspergillosis
B4489,Other forms of aspergillosis
B449,"Aspergillosis, unspecified"
B45,Cryptococcosis
B450,Pulmonary cryptococcosis
B451,Cerebral cryptococcosis
B452,Cutaneous cryptococcosis
B453,Osseous cryptococcosis
B457,Disseminated cryptococcosis
B458,Other forms of cryptococcosis
B459,"Cryptococcosis, unspecified"
B46,Zygomycosis
B460,Pulmonary mucormycosis
B461,Rhinocerebral mucormycosis
B462,Gastrointestinal mucormycosis
B463,Cutaneous mucormycosis
B464,Disseminated mucormycosis
B465,"Mucormycosis, unspecified"
B468,Other zygomycoses
B469,"Zygomycosis, unspecified"
B47,Mycetoma
B470,Eumycetoma
B471,Actinomycetoma
B479,"Mycetoma, unspecified"
B48,"Other mycoses, not elsewhere classified"
B480,Lobomycosis
B481,Rhinosporidiosis
B482,Allescheriasis
B483,Geotrichosis
B484,Penicillosis
B488,Other specified mycoses
B49,Unspecified mycosis
B50,Plasmodium falciparum malaria
B500,Plasmodium falciparum malaria with cerebral complications
B508,Other severe and complicated Plasmodium falciparum malaria
B509,"Plasmodium falciparum malaria, unspecified"
B51,Plasmodium vivax malaria
B510,Plasmodium vivax malaria with rupture of spleen
B518,Plasmodium vivax malaria with other complications
B519,Plasmodium vivax malaria without complication
B52,Plasmodium malariae malaria
B520,Plasmodium malariae malaria with nephropathy
B528,Plasmodium malariae malaria with other complications
B529,Plasmodium malariae malaria without complication
B53,Other specified malaria
B530,Plasmodium ovale malaria
B531,Malaria due to simian plasmodia
B538,"Other malaria, not elsewhere classified"
B54,Unspecified malaria
B55,Leishmaniasis
B550,Visceral leishmaniasis
B551,Cutaneous leishmaniasis
B552,Mucocutaneous leishmaniasis
B559,"Leishmaniasis, unspecified"
B56,African trypanosomiasis
B560,Gambiense trypanosomiasis
B561,Rhodesiense trypanosomiasis
B569,"African trypanosomiasis, unspecified"
B57,Chagas' disease
B570,Acute Chagas' disease with heart involvement
B571,Acute Chagas' disease without heart involvement
B572,Chagas' disease (chronic) with heart involvement
B573,Chagas' disease (chronic) with digestive system involvement
B5730,"Chagas' disease with digestive system involvement, unspecified"
B5731,Megaesophagus in Chagas' disease
B5732,Megacolon in Chagas' disease
B5739,Other digestive system involvement in Chagas' disease
B574,Chagas' disease (chronic) with nervous system involvement
B5740,"Chagas' disease with nervous system involvement, unspecified"
B5741,Meningitis in Chagas' disease
B5742,Meningoencephalitis in Chagas' disease
B5749,Other nervous system involvement in Chagas' disease
B575,Chagas' disease (chronic) with other organ involvement
B58,Toxoplasmosis
B580,Toxoplasma oculopathy
B5800,"Toxoplasma oculopathy, unspecified"
B5801,Toxoplasma chorioretinitis
B5809,Other toxoplasma oculopathy
B581,Toxoplasma hepatitis
B582,Toxoplasma meningoencephalitis
B583,Pulmonary toxoplasmosis
B588,Toxoplasmosis with other organ involvement
B5881,Toxoplasma myocarditis
B5882,Toxoplasma myositis
B5883,Toxoplasma tubulo-interstitial nephropathy
B5889,Toxoplasmosis with other organ involvement
B589,"Toxoplasmosis, unspecified"
B59,Pneumocystosis
B60,"Other protozoal diseases, not elsewhere classified"
B600,Babesiosis
B6000,"Babesiosis, unspecified"
B6001,Babesiosis due to Babesia microti
B6002,Babesiosis due to Babesia duncani
B6003,Babesiosis due to Babesia divergens
B6009,Other babesiosis
B601,Acanthamebiasis
B6010,"Acanthamebiasis, unspecified"
B6011,Meningoencephalitis due to Acanthamoeba (culbertsoni)
B6012,Conjunctivitis due to Acanthamoeba
B6013,Keratoconjunctivitis due to Acanthamoeba
B6019,Other acanthamebic disease
B602,Naegleriasis
B608,Other specified protozoal diseases
B64,Unspecified protozoal disease
B65,Schistosomiasis [bilharziasis]
B650,Schistosomiasis due to Schistosoma haematobium [urinary schistosomiasis]
B651,Schistosomiasis due to Schistosoma mansoni [intestinal schistosomiasis]
B652,Schistosomiasis due to Schistosoma japonicum
B653,Cercarial dermatitis
B658,Other schistosomiasis
B659,"Schistosomiasis, unspecified"
B66,Other fluke infections
B660,Opisthorchiasis
B661,Clonorchiasis
B662,Dicroceliasis
B663,Fascioliasis
B664,Paragonimiasis
B665,Fasciolopsiasis
B668,Other specified fluke infections
B669,"Fluke infection, unspecified"
B67,Echinococcosis
B670,Echinococcus granulosus infection of liver
B671,Echinococcus granulosus infection of lung
B672,Echinococcus granulosus infection of bone
B673,"Echinococcus granulosus infection, other and multiple sites"
B6731,"Echinococcus granulosus infection, thyroid gland"
B6732,"Echinococcus granulosus infection, multiple sites"
B6739,"Echinococcus granulosus infection, other sites"
B674,"Echinococcus granulosus infection, unspecified"
B675,Echinococcus multilocularis infection of liver
B676,"Echinococcus multilocularis infection, other and multiple sites"
B6761,"Echinococcus multilocularis infection, multiple sites"
B6769,"Echinococcus multilocularis infection, other sites"
B677,"Echinococcus multilocularis infection, unspecified"
B678,"Echinococcosis, unspecified, of liver"
B679,"Echinococcosis, other and unspecified"
B6790,"Echinococcosis, unspecified"
B6799,Other echinococcosis
B68,Taeniasis
B680,Taenia solium taeniasis
B681,Taenia saginata taeniasis
B689,"Taeniasis, unspecified"
B69,Cysticercosis
B690,Cysticercosis of central nervous system
B691,Cysticercosis of eye
B698,Cysticercosis of other sites
B6981,Myositis in cysticercosis
B6989,Cysticercosis of other sites
B699,"Cysticercosis, unspecified"
B70,Diphyllobothriasis and sparganosis
B700,Diphyllobothriasis
B701,Sparganosis
B71,Other cestode infections
B710,Hymenolepiasis
B711,Dipylidiasis
B718,Other specified cestode infections
B719,"Cestode infection, unspecified"
B72,Dracunculiasis
B73,Onchocerciasis
B730,Onchocerciasis with eye disease
B7300,"Onchocerciasis with eye involvement, unspecified"
B7301,Onchocerciasis with endophthalmitis
B7302,Onchocerciasis with glaucoma
B7309,Onchocerciasis with other eye involvement
B731,Onchocerciasis without eye disease
B74,Filariasis
B740,Filariasis due to Wuchereria bancrofti
B741,Filariasis due to Brugia malayi
B742,Filariasis due to Brugia timori
B743,Loiasis
B744,Mansonelliasis
B748,Other filariases
B749,"Filariasis, unspecified"
B75,Trichinellosis
B76,Hookworm diseases
B760,Ancylostomiasis
B761,Necatoriasis
B768,Other hookworm diseases
B769,"Hookworm disease, unspecified"
B77,Ascariasis
B770,Ascariasis with intestinal complications
B778,Ascariasis with other complications
B7781,Ascariasis pneumonia
B7789,Ascariasis with other complications
B779,"Ascariasis, unspecified"
B78,Strongyloidiasis
B780,Intestinal strongyloidiasis
B781,Cutaneous strongyloidiasis
B787,Disseminated strongyloidiasis
B789,"Strongyloidiasis, unspecified"
B79,Trichuriasis
B80,Enterobiasis
B81,"Other intestinal helminthiases, not elsewhere classified"
B810,Anisakiasis
B811,Intestinal capillariasis
B812,Trichostrongyliasis
B813,Intestinal angiostrongyliasis
B814,Mixed intestinal helminthiases
B818,Other specified intestinal helminthiases
B82,Unspecified intestinal parasitism
B820,"Intestinal helminthiasis, unspecified"
B829,"Intestinal parasitism, unspecified"
B83,Other helminthiases
B830,Visceral larva migrans
B831,Gnathostomiasis
B832,Angiostrongyliasis due to Parastrongylus cantonensis
B833,Syngamiasis
B834,Internal hirudiniasis
B838,Other specified helminthiases
B839,"Helminthiasis, unspecified"
B85,Pediculosis and phthiriasis
B850,Pediculosis due to Pediculus humanus capitis
B851,Pediculosis due to Pediculus humanus corporis
B852,"Pediculosis, unspecified"
B853,Phthiriasis
